GENE	sumZ	numObs	normZ	pval_synth	rank_synth	fdr_synth	pval_supp	rank_supp	fdr_supp
ZNF607	6.65	12	1.19	0.884	16599	0.961	0.116	1459	0.945
SH3GL1	6.65	12	1.19	0.884	16600	0.961	0.116	1458	0.945
GNB1	6.65	12	1.19	0.884	16601	0.961	0.116	1457	0.945
TAF9	4.70	6	1.19	0.884	16602	0.961	0.116	1456	0.945
PIK3R5	6.66	12	1.19	0.884	16603	0.961	0.116	1455	0.945
MRPS18B	6.66	12	1.19	0.884	16604	0.961	0.116	1454	0.945
NXF5	4.71	6	1.20	0.884	16605	0.961	0.116	1453	0.945
CDC42EP1	6.66	12	1.20	0.884	16606	0.961	0.116	1452	0.945
DNAJC21	6.66	12	1.20	0.884	16607	0.961	0.116	1451	0.945
MORN4	6.66	12	1.20	0.884	16608	0.961	0.116	1450	0.945
ID1	6.66	12	1.20	0.884	16609	0.961	0.116	1449	0.945
SYVN1	6.67	12	1.20	0.884	16610	0.961	0.116	1448	0.945
ME2	6.67	12	1.20	0.884	16611	0.961	0.116	1447	0.945
KRTAP9-7	3.33	3	1.20	0.884	16612	0.961	0.116	1446	0.945
OR6Y1	6.67	12	1.20	0.884	16613	0.961	0.116	1445	0.945
TM2D1	6.67	12	1.20	0.885	16614	0.961	0.115	1444	0.945
EMD	6.68	12	1.20	0.885	16615	0.961	0.115	1443	0.945
ZBTB33	6.68	12	1.20	0.885	16616	0.961	0.115	1442	0.945
APBB3	6.68	12	1.20	0.885	16617	0.961	0.115	1441	0.945
TIFAB	6.68	12	1.20	0.885	16618	0.961	0.115	1440	0.945
ACADVL	6.68	12	1.20	0.885	16619	0.961	0.115	1439	0.945
FADS2	6.68	12	1.20	0.885	16620	0.961	0.115	1438	0.945
NDUFS1	6.69	12	1.20	0.885	16621	0.961	0.115	1437	0.945
ANO6	6.69	12	1.20	0.885	16622	0.961	0.115	1436	0.945
WDR3	6.69	12	1.20	0.885	16623	0.961	0.115	1435	0.945
DEK	6.69	12	1.20	0.885	16624	0.961	0.115	1434	0.945
APBB2	6.69	12	1.20	0.885	16625	0.961	0.115	1433	0.945
DPM3	6.70	12	1.20	0.886	16626	0.962	0.114	1432	0.945
CEBPZ	6.70	12	1.20	0.886	16627	0.962	0.114	1431	0.945
C14orf23	6.70	12	1.20	0.886	16628	0.962	0.114	1430	0.945
PLEKHM1	6.71	12	1.21	0.886	16629	0.962	0.114	1429	0.945
LYPD6B	6.71	12	1.21	0.886	16630	0.962	0.114	1428	0.945
DDC	6.72	12	1.21	0.886	16631	0.962	0.114	1427	0.945
FLYWCH1	6.72	12	1.21	0.886	16632	0.962	0.114	1426	0.945
ELMSAN1	6.72	12	1.21	0.886	16633	0.962	0.114	1425	0.945
PRRG3	6.72	12	1.21	0.886	16634	0.962	0.114	1424	0.945
ANKRD44	6.73	12	1.21	0.887	16635	0.962	0.113	1423	0.945
ATP9A	6.73	12	1.21	0.887	16636	0.962	0.113	1422	0.945
IKBKB	6.73	12	1.21	0.887	16637	0.962	0.113	1421	0.945
OSTC	6.73	12	1.21	0.887	16638	0.962	0.113	1420	0.945
MRPS11	6.74	12	1.21	0.887	16639	0.963	0.113	1419	0.945
MFSD11	6.74	12	1.21	0.887	16640	0.963	0.113	1418	0.945
SLC10A3	6.75	12	1.21	0.887	16641	0.963	0.113	1417	0.945
CNGA2	6.75	12	1.21	0.887	16642	0.963	0.113	1416	0.945
PPP3CC	6.75	12	1.21	0.887	16643	0.963	0.113	1415	0.945
POLR2F	6.76	12	1.21	0.888	16644	0.963	0.112	1414	0.945
COL20A1	6.76	12	1.22	0.888	16645	0.963	0.112	1413	0.945
EXOSC7	6.77	12	1.22	0.888	16646	0.963	0.112	1412	0.945
MIA	6.77	12	1.22	0.888	16647	0.963	0.112	1411	0.945
XPO1	6.77	12	1.22	0.888	16648	0.963	0.112	1410	0.945
RDX	6.77	12	1.22	0.888	16649	0.963	0.112	1409	0.945
PDE10A	6.78	12	1.22	0.888	16650	0.963	0.112	1408	0.945
RBX1	6.78	12	1.22	0.888	16651	0.963	0.112	1407	0.945
PES1	6.78	12	1.22	0.888	16652	0.963	0.112	1406	0.945
FRYL	6.78	12	1.22	0.888	16653	0.963	0.112	1405	0.945
SLC16A11	6.78	12	1.22	0.889	16654	0.963	0.111	1404	0.945
TIGD6	6.78	12	1.22	0.889	16655	0.963	0.111	1403	0.945
SEC23IP	6.79	12	1.22	0.889	16656	0.963	0.111	1402	0.945
LYRM4	6.79	12	1.22	0.889	16657	0.963	0.111	1401	0.945
SNAI3	6.79	12	1.22	0.889	16658	0.964	0.111	1400	0.945
NOC3L	6.80	12	1.22	0.889	16659	0.964	0.111	1399	0.945
MRPL18	6.80	12	1.22	0.889	16660	0.964	0.111	1398	0.945
ZIC3	6.81	12	1.22	0.889	16661	0.964	0.111	1397	0.945
HNRNPH3	6.81	12	1.22	0.89	16662	0.964	0.11	1396	0.945
ZFR2	6.82	12	1.23	0.89	16663	0.964	0.11	1395	0.945
NOL10	6.82	12	1.23	0.89	16664	0.964	0.11	1394	0.945
ARL8B	6.83	12	1.23	0.89	16665	0.964	0.11	1393	0.945
PEX5	6.83	12	1.23	0.89	16666	0.964	0.11	1392	0.945
SORCS3	6.83	12	1.23	0.89	16667	0.964	0.11	1391	0.945
NOP16	6.83	12	1.23	0.89	16668	0.965	0.11	1390	0.945
NACC1	6.84	12	1.23	0.89	16669	0.965	0.11	1389	0.945
PNRC2	6.84	12	1.23	0.891	16670	0.965	0.109	1388	0.945
PRRT2	6.85	12	1.23	0.891	16671	0.965	0.109	1387	0.945
AMD1	6.86	12	1.23	0.891	16672	0.965	0.109	1386	0.945
PNMA3	6.86	12	1.23	0.891	16673	0.965	0.109	1385	0.945
DCTN3	6.87	12	1.23	0.892	16674	0.965	0.108	1384	0.945
HTR3D	6.87	12	1.23	0.892	16675	0.965	0.108	1383	0.945
PDIA6	6.87	12	1.23	0.892	16676	0.965	0.108	1382	0.945
HELLS	6.87	12	1.24	0.892	16677	0.965	0.108	1381	0.945
NOC2L	6.87	12	1.24	0.892	16678	0.965	0.108	1380	0.945
TOPBP1	6.88	12	1.24	0.892	16679	0.966	0.108	1379	0.945
IRS1	6.88	12	1.24	0.892	16680	0.966	0.108	1378	0.945
USP32	6.88	12	1.24	0.892	16681	0.966	0.108	1377	0.945
NAA25	6.89	12	1.24	0.892	16682	0.966	0.108	1376	0.945
XRCC5	6.89	12	1.24	0.892	16683	0.966	0.108	1375	0.945
AP2A2	6.89	12	1.24	0.892	16684	0.966	0.108	1374	0.945
FAM229B	6.90	12	1.24	0.893	16685	0.966	0.107	1373	0.945
IDI1	6.90	12	1.24	0.893	16686	0.966	0.107	1372	0.945
GIT2	6.90	12	1.24	0.893	16687	0.966	0.107	1371	0.945
ENPP3	6.91	12	1.24	0.893	16688	0.966	0.107	1370	0.945
TSR1	6.91	12	1.24	0.893	16689	0.966	0.107	1369	0.945
BEND7	6.91	12	1.24	0.893	16690	0.966	0.107	1368	0.945
EPT1	6.92	12	1.24	0.893	16691	0.966	0.107	1367	0.945
FRMD6	6.92	12	1.24	0.893	16692	0.966	0.107	1366	0.945
EIF5AL1	5.99	9	1.24	0.893	16693	0.966	0.107	1365	0.945
PPP1R7	6.92	12	1.24	0.893	16694	0.966	0.107	1364	0.945
SNX17	6.93	12	1.25	0.894	16695	0.967	0.106	1363	0.945
NDUFB10	6.94	12	1.25	0.894	16696	0.967	0.106	1362	0.945
TTC32	6.94	12	1.25	0.894	16697	0.967	0.106	1361	0.945
MKS1	6.94	12	1.25	0.894	16698	0.967	0.106	1360	0.945
CLUAP1	6.95	12	1.25	0.894	16699	0.967	0.106	1359	0.945
OLIG3	6.95	12	1.25	0.894	16700	0.967	0.106	1358	0.945
L1CAM	6.95	12	1.25	0.894	16701	0.967	0.106	1357	0.945
KIAA1161	6.95	12	1.25	0.895	16702	0.967	0.105	1356	0.945
SOCS5	6.96	12	1.25	0.895	16703	0.967	0.105	1355	0.945
LYRM7	6.96	12	1.25	0.895	16704	0.967	0.105	1354	0.945
RENBP	6.96	12	1.25	0.895	16705	0.967	0.105	1353	0.945
CHRNB3	6.97	12	1.25	0.895	16706	0.967	0.105	1352	0.945
TXNL4A	6.97	12	1.25	0.895	16707	0.967	0.105	1351	0.945
PCGF1	6.97	12	1.25	0.895	16708	0.967	0.105	1350	0.945
NAGK	6.97	12	1.25	0.895	16709	0.967	0.105	1349	0.945
GABPA	6.97	12	1.26	0.895	16710	0.967	0.105	1348	0.945
PCDHGA12	6.98	12	1.26	0.895	16711	0.967	0.105	1347	0.945
MAFG	6.98	12	1.26	0.895	16712	0.967	0.105	1346	0.945
RPAP3	6.98	12	1.26	0.895	16713	0.967	0.105	1345	0.945
ENO3	6.98	12	1.26	0.895	16714	0.967	0.105	1344	0.945
SCO2	6.98	12	1.26	0.895	16715	0.967	0.105	1343	0.945
HEATR1	6.98	12	1.26	0.896	16716	0.967	0.104	1342	0.945
RPS19BP1	6.98	12	1.26	0.896	16717	0.967	0.104	1341	0.945
GNAZ	6.98	12	1.26	0.896	16718	0.967	0.104	1340	0.945
SCAF11	6.99	12	1.26	0.896	16719	0.967	0.104	1339	0.945
POLI	6.99	12	1.26	0.896	16720	0.967	0.104	1338	0.945
KRTAP27-1	6.99	12	1.26	0.896	16721	0.967	0.104	1337	0.945
CTXN1	6.99	12	1.26	0.896	16722	0.967	0.104	1336	0.945
POLG2	6.99	12	1.26	0.896	16723	0.967	0.104	1335	0.945
RPS5	7.00	12	1.26	0.896	16724	0.967	0.104	1334	0.945
APOD	7.00	12	1.26	0.896	16725	0.967	0.104	1333	0.945
P2RY2	7.00	12	1.26	0.896	16726	0.967	0.104	1332	0.945
TMEM181	7.00	12	1.26	0.896	16727	0.967	0.104	1331	0.945
PRPF39	7.00	12	1.26	0.896	16728	0.967	0.104	1330	0.945
C1orf50	7.00	12	1.26	0.896	16729	0.967	0.104	1329	0.945
NUAK2	7.00	12	1.26	0.896	16730	0.967	0.104	1328	0.945
EVX1	7.01	12	1.26	0.896	16731	0.967	0.104	1327	0.945
MAGEA12	7.01	12	1.26	0.896	16732	0.967	0.104	1326	0.945
PCNX	7.01	12	1.26	0.896	16733	0.967	0.104	1325	0.945
CPSF3	7.01	12	1.26	0.897	16734	0.967	0.103	1324	0.945
OR4A5	4.97	6	1.27	0.897	16735	0.968	0.103	1323	0.945
OR2C1	7.04	12	1.27	0.897	16736	0.968	0.103	1322	0.945
CXorf64	7.04	12	1.27	0.897	16737	0.968	0.103	1321	0.945
PPTC7	7.04	12	1.27	0.898	16738	0.968	0.102	1320	0.945
SMC5	7.04	12	1.27	0.898	16739	0.968	0.102	1319	0.945
ZNF750	7.05	12	1.27	0.898	16740	0.968	0.102	1318	0.945
SH3GLB2	7.05	12	1.27	0.898	16741	0.968	0.102	1317	0.945
WLS	7.05	12	1.27	0.898	16742	0.968	0.102	1316	0.945
SDC4	7.05	12	1.27	0.898	16743	0.968	0.102	1315	0.945
IL37	7.05	12	1.27	0.898	16744	0.968	0.102	1314	0.945
UBN2	7.06	12	1.27	0.898	16745	0.968	0.102	1313	0.945
FOSB	7.06	12	1.27	0.898	16746	0.969	0.102	1312	0.945
EFCAB2	7.06	12	1.27	0.898	16747	0.969	0.102	1311	0.945
RPL36	7.07	12	1.27	0.898	16748	0.969	0.102	1310	0.945
SUN3	7.08	12	1.28	0.899	16749	0.969	0.101	1309	0.945
DCPS	7.09	12	1.28	0.899	16750	0.969	0.101	1308	0.945
C19orf47	7.09	12	1.28	0.899	16751	0.969	0.101	1307	0.945
TXN	3.54	3	1.28	0.899	16752	0.969	0.101	1306	0.945
TAZ	7.09	12	1.28	0.899	16753	0.969	0.101	1305	0.945
PDRG1	7.09	12	1.28	0.899	16754	0.969	0.101	1304	0.945
GPR6	7.09	12	1.28	0.899	16755	0.969	0.101	1303	0.945
MST1	7.10	12	1.28	0.9	16756	0.969	0.1	1302	0.945
VSX2	7.10	12	1.28	0.9	16757	0.97	0.1	1301	0.945
ALS2	7.11	12	1.28	0.9	16758	0.97	0.1	1300	0.945
FBL	7.11	12	1.28	0.9	16759	0.97	0.1	1299	0.945
PNMA5	7.11	12	1.28	0.9	16760	0.97	0.1	1298	0.945
RBM17	7.12	12	1.28	0.9	16761	0.97	0.0999	1297	0.945
SFT2D1	7.13	12	1.28	0.901	16762	0.97	0.0994	1296	0.945
RECK	7.13	12	1.28	0.901	16763	0.97	0.0994	1295	0.945
AHCY	7.14	12	1.29	0.901	16764	0.97	0.0991	1294	0.945
ABCC6	7.14	12	1.29	0.901	16765	0.97	0.099	1293	0.945
ORC2	7.14	12	1.29	0.901	16766	0.97	0.099	1292	0.945
NCAPD2	7.14	12	1.29	0.901	16767	0.97	0.099	1291	0.945
C9orf114	7.15	12	1.29	0.901	16768	0.971	0.0987	1290	0.945
ZBTB5	7.15	12	1.29	0.901	16769	0.971	0.0987	1289	0.945
MAD1L1	7.16	12	1.29	0.901	16770	0.971	0.0986	1288	0.945
DMRTA1	7.16	12	1.29	0.902	16771	0.971	0.0985	1287	0.945
RGS20	7.16	12	1.29	0.902	16772	0.971	0.0984	1286	0.945
PCDHGA8	7.16	12	1.29	0.902	16773	0.971	0.0984	1285	0.945
OR10A5	7.16	12	1.29	0.902	16774	0.971	0.0983	1284	0.945
FAM213A	7.17	12	1.29	0.902	16775	0.971	0.0981	1283	0.945
OSER1	7.18	12	1.29	0.902	16776	0.971	0.0979	1282	0.945
PI4K2B	7.18	12	1.29	0.902	16777	0.971	0.0978	1281	0.945
POLR3K	7.18	12	1.29	0.902	16778	0.971	0.0977	1280	0.945
TEFM	7.19	12	1.30	0.902	16779	0.971	0.0975	1279	0.945
CCDC97	7.19	12	1.30	0.903	16780	0.971	0.0974	1278	0.945
PARS2	7.19	12	1.30	0.903	16781	0.971	0.0973	1277	0.945
BMS1	7.20	12	1.30	0.903	16782	0.971	0.0972	1276	0.945
LRRC46	7.20	12	1.30	0.903	16783	0.971	0.0972	1275	0.945
HNRNPA0	7.20	12	1.30	0.903	16784	0.971	0.0971	1274	0.945
CORO1A	7.20	12	1.30	0.903	16785	0.971	0.097	1273	0.945
FAM3A	7.21	12	1.30	0.903	16786	0.972	0.0969	1272	0.945
GSG2	7.21	12	1.30	0.903	16787	0.972	0.0968	1271	0.945
KMT2A	7.22	12	1.30	0.903	16788	0.972	0.0966	1270	0.945
ATP2B3	7.22	12	1.30	0.903	16789	0.972	0.0965	1269	0.945
PHF11	7.22	12	1.30	0.904	16790	0.972	0.0965	1268	0.945
GPD1L	7.22	12	1.30	0.904	16791	0.972	0.0965	1267	0.945
RTKN2	7.22	12	1.30	0.904	16792	0.972	0.0964	1266	0.945
CMC4	7.22	12	1.30	0.904	16793	0.972	0.0964	1265	0.945
TIMM8B	7.23	12	1.30	0.904	16794	0.972	0.0963	1264	0.945
ZNF213	7.23	12	1.30	0.904	16795	0.972	0.0963	1263	0.945
NAT10	7.23	12	1.30	0.904	16796	0.972	0.0961	1262	0.945
CHMP5	7.24	12	1.30	0.904	16797	0.972	0.096	1261	0.945
CNOT8	7.24	12	1.31	0.904	16798	0.972	0.0959	1260	0.945
CD302	6.27	9	1.31	0.904	16799	0.972	0.0959	1259	0.945
DUSP12	7.24	12	1.31	0.904	16800	0.972	0.0959	1258	0.945
EIF3M	7.24	12	1.31	0.904	16801	0.972	0.0958	1257	0.945
MESDC2	7.24	12	1.31	0.904	16802	0.972	0.0957	1256	0.945
BLM	7.25	12	1.31	0.904	16803	0.972	0.0957	1255	0.945
SPANXN4	7.25	12	1.31	0.904	16804	0.972	0.0956	1254	0.945
CD300E	5.12	6	1.31	0.904	16805	0.972	0.0956	1253	0.945
KRTAP17-1	7.25	12	1.31	0.904	16806	0.972	0.0955	1252	0.945
HSP90B1	7.26	12	1.31	0.905	16807	0.972	0.0953	1251	0.945
SNN	7.26	12	1.31	0.905	16808	0.972	0.0952	1250	0.945
TAF1C	7.26	12	1.31	0.905	16809	0.972	0.0951	1249	0.945
MICALL2	7.26	12	1.31	0.905	16810	0.972	0.0951	1248	0.945
ESPN	7.26	12	1.31	0.905	16811	0.972	0.0951	1247	0.945
SMIM7	7.27	12	1.31	0.905	16812	0.972	0.0949	1246	0.945
TAF4	7.27	12	1.31	0.905	16813	0.972	0.0947	1245	0.945
CNIH1	7.28	12	1.31	0.905	16814	0.972	0.0946	1244	0.945
C4orf19	7.28	12	1.31	0.905	16815	0.972	0.0946	1243	0.945
RRP1B	7.28	12	1.31	0.905	16816	0.972	0.0946	1242	0.945
PCF11	7.28	12	1.31	0.905	16817	0.972	0.0945	1241	0.945
NFE2L2	7.29	12	1.31	0.906	16818	0.972	0.0943	1240	0.945
CREBZF	7.29	12	1.32	0.906	16819	0.972	0.0942	1239	0.945
ATP5O	7.29	12	1.32	0.906	16820	0.972	0.0942	1238	0.945
PA2G4	7.29	12	1.32	0.906	16821	0.972	0.0942	1237	0.945
C9orf131	7.30	12	1.32	0.906	16822	0.972	0.0941	1236	0.945
PCSK7	7.30	12	1.32	0.906	16823	0.973	0.0938	1235	0.945
RHBDF2	7.31	12	1.32	0.906	16824	0.973	0.0935	1234	0.945
MRPL42	7.31	12	1.32	0.907	16825	0.973	0.0935	1233	0.945
MBIP	7.32	12	1.32	0.907	16826	0.973	0.0933	1232	0.945
NAA15	7.32	12	1.32	0.907	16827	0.973	0.0933	1231	0.945
KRTAP13-1	7.32	12	1.32	0.907	16828	0.973	0.0933	1230	0.945
HABP4	7.32	12	1.32	0.907	16829	0.973	0.0932	1229	0.945
PGAM4	3.66	3	1.32	0.907	16830	0.973	0.0932	1228	0.945
GLS	7.33	12	1.32	0.907	16831	0.973	0.093	1227	0.945
FOXM1	7.33	12	1.32	0.907	16832	0.973	0.0929	1226	0.945
PTCD3	7.34	12	1.33	0.907	16833	0.973	0.0926	1225	0.945
PHF8	7.35	12	1.33	0.908	16834	0.974	0.0922	1224	0.945
RPS11	7.36	12	1.33	0.908	16835	0.974	0.0922	1223	0.945
NDUFC1	7.36	12	1.33	0.908	16836	0.974	0.0921	1222	0.945
MAGEB6	7.36	12	1.33	0.908	16837	0.974	0.0921	1221	0.945
MCM5	7.36	12	1.33	0.908	16838	0.974	0.092	1220	0.945
HNRNPL	7.37	12	1.33	0.908	16839	0.974	0.0918	1219	0.945
MRPL50	7.38	12	1.33	0.908	16840	0.974	0.0915	1218	0.945
UXT	7.38	12	1.33	0.909	16841	0.974	0.0915	1217	0.945
KIAA1257	7.38	12	1.33	0.909	16842	0.974	0.0915	1216	0.945
MAGEC2	7.38	12	1.33	0.909	16843	0.974	0.0913	1215	0.945
CSNK2B	7.39	12	1.33	0.909	16844	0.974	0.0912	1214	0.945
RNASE10	7.40	12	1.34	0.909	16845	0.975	0.0909	1213	0.945
COMMD2	7.40	12	1.34	0.909	16846	0.975	0.0908	1212	0.945
MRPS30	7.40	12	1.34	0.909	16847	0.975	0.0908	1211	0.945
LUC7L3	7.41	12	1.34	0.91	16848	0.975	0.0904	1210	0.945
NUDT16L1	7.41	12	1.34	0.91	16849	0.975	0.0904	1209	0.945
SEC63	7.41	12	1.34	0.91	16850	0.975	0.0904	1208	0.945
EMC4	7.42	12	1.34	0.91	16851	0.975	0.0903	1207	0.945
CCDC174	7.42	12	1.34	0.91	16852	0.975	0.0902	1206	0.945
HERC4	7.42	12	1.34	0.91	16853	0.975	0.0902	1205	0.945
BMI1	7.42	12	1.34	0.91	16854	0.975	0.0901	1204	0.945
LCNL1	7.42	12	1.34	0.91	16855	0.975	0.0901	1203	0.945
MVK	7.43	12	1.34	0.91	16856	0.975	0.0899	1202	0.945
XYLT2	7.43	12	1.34	0.91	16857	0.975	0.0897	1201	0.945
CYGB	7.44	12	1.34	0.91	16858	0.975	0.0896	1200	0.945
TMLHE	7.45	12	1.34	0.911	16859	0.975	0.0893	1199	0.945
SF3A2	7.46	12	1.35	0.911	16860	0.976	0.089	1198	0.945
TAF11	7.46	12	1.35	0.911	16861	0.976	0.089	1197	0.945
C5orf46	6.46	9	1.35	0.911	16862	0.976	0.089	1196	0.945
FANCC	7.46	12	1.35	0.911	16863	0.976	0.0889	1195	0.945
CSK	7.47	12	1.35	0.911	16864	0.976	0.0886	1194	0.945
SCAF4	7.48	12	1.35	0.912	16865	0.976	0.0884	1193	0.945
PPP1R10	7.48	12	1.35	0.912	16866	0.976	0.0883	1192	0.945
EIF3K	7.48	12	1.35	0.912	16867	0.976	0.0883	1191	0.945
PWP1	7.49	12	1.35	0.912	16868	0.976	0.088	1190	0.945
DDX21	7.50	12	1.35	0.912	16869	0.976	0.0879	1189	0.945
UBIAD1	7.50	12	1.35	0.912	16870	0.976	0.0878	1188	0.945
TM2D2	7.50	12	1.35	0.912	16871	0.976	0.0878	1187	0.945
MASTL	7.50	12	1.36	0.912	16872	0.976	0.0877	1186	0.945
ZFYVE20	7.50	12	1.36	0.912	16873	0.976	0.0877	1185	0.945
LSMD1	7.51	12	1.36	0.912	16874	0.976	0.0875	1184	0.945
ESR2	7.51	12	1.36	0.913	16875	0.977	0.0874	1183	0.945
STK16	7.51	12	1.36	0.913	16876	0.977	0.0873	1182	0.945
SPAST	7.52	12	1.36	0.913	16877	0.977	0.0873	1181	0.945
YARS2	7.52	12	1.36	0.913	16878	0.977	0.087	1180	0.945
CTSD	7.53	12	1.36	0.913	16879	0.977	0.0869	1179	0.945
RRM1	7.53	12	1.36	0.913	16880	0.977	0.0868	1178	0.945
ZMAT5	7.53	12	1.36	0.913	16881	0.977	0.0868	1177	0.945
CTNNA3	7.53	12	1.36	0.913	16882	0.977	0.0867	1176	0.945
MAK16	7.54	12	1.36	0.913	16883	0.977	0.0866	1175	0.945
HARS2	7.54	12	1.36	0.913	16884	0.977	0.0866	1174	0.945
KLRC1	7.54	12	1.36	0.913	16885	0.977	0.0865	1173	0.945
OR10H2	7.55	12	1.36	0.914	16886	0.977	0.0863	1172	0.945
IRF2	7.55	12	1.36	0.914	16887	0.977	0.0863	1171	0.945
SCGB1C1	7.55	12	1.36	0.914	16888	0.977	0.0863	1170	0.945
EOMES	7.55	12	1.36	0.914	16889	0.977	0.0863	1169	0.945
CLCN2	7.55	12	1.36	0.914	16890	0.977	0.0862	1168	0.945
MEAF6	7.56	12	1.37	0.914	16891	0.977	0.0858	1167	0.945
ETS1	7.56	12	1.37	0.914	16892	0.977	0.0858	1166	0.945
FAM196B	7.57	12	1.37	0.914	16893	0.977	0.0857	1165	0.945
GAS2L1	7.57	12	1.37	0.914	16894	0.977	0.0857	1164	0.945
RAB9A	7.57	12	1.37	0.914	16895	0.977	0.0855	1163	0.945
FAM181A	7.58	12	1.37	0.915	16896	0.977	0.0854	1162	0.945
C21orf2	7.58	12	1.37	0.915	16897	0.977	0.0854	1161	0.945
TFB1M	7.58	12	1.37	0.915	16898	0.977	0.0853	1160	0.945
NACA	7.59	12	1.37	0.915	16899	0.978	0.0851	1159	0.945
API5	7.59	12	1.37	0.915	16900	0.978	0.0851	1158	0.945
CETP	7.59	12	1.37	0.915	16901	0.978	0.085	1157	0.945
FASTK	7.59	12	1.37	0.915	16902	0.978	0.0849	1156	0.945
FAM64A	7.60	12	1.37	0.915	16903	0.978	0.0848	1155	0.945
EIF3I	7.61	12	1.38	0.915	16904	0.978	0.0845	1154	0.945
DNM1L	7.61	12	1.38	0.916	16905	0.978	0.0844	1153	0.945
RPN2	7.61	12	1.38	0.916	16906	0.978	0.0844	1152	0.945
DR1	7.62	12	1.38	0.916	16907	0.978	0.0842	1151	0.945
YKT6	7.62	12	1.38	0.916	16908	0.978	0.0841	1150	0.945
SGSM2	7.62	12	1.38	0.916	16909	0.978	0.084	1149	0.945
ARHGEF6	7.63	12	1.38	0.916	16910	0.978	0.084	1148	0.945
ATP5I	7.63	12	1.38	0.916	16911	0.978	0.0838	1147	0.945
PSMD6	7.63	12	1.38	0.916	16912	0.978	0.0838	1146	0.945
ZNF74	7.66	12	1.39	0.917	16913	0.979	0.083	1145	0.945
WRNIP1	7.67	12	1.39	0.917	16914	0.979	0.0828	1144	0.945
NOL3	7.68	12	1.39	0.917	16915	0.979	0.0825	1143	0.945
CBX4	7.68	12	1.39	0.918	16916	0.98	0.0823	1142	0.945
ACTR1B	7.68	12	1.39	0.918	16917	0.98	0.0823	1141	0.945
HK3	7.69	12	1.39	0.918	16918	0.98	0.0822	1140	0.945
RNF151	7.69	12	1.39	0.918	16919	0.98	0.0822	1139	0.945
FBXO2	7.69	12	1.39	0.918	16920	0.98	0.082	1138	0.945
CERK	7.69	12	1.39	0.918	16921	0.98	0.082	1137	0.945
ARF4	7.70	12	1.39	0.918	16922	0.98	0.0819	1136	0.945
NPLOC4	7.71	12	1.40	0.919	16923	0.98	0.0815	1135	0.945
PCM1	7.73	12	1.40	0.919	16924	0.98	0.0811	1134	0.945
ZBTB25	7.73	12	1.40	0.919	16925	0.98	0.0811	1133	0.945
NRD1	7.73	12	1.40	0.919	16926	0.98	0.081	1132	0.945
LSS	7.74	12	1.40	0.919	16927	0.981	0.0808	1131	0.945
USP14	7.74	12	1.40	0.919	16928	0.981	0.0806	1130	0.945
RPL14	7.74	12	1.40	0.919	16929	0.981	0.0806	1129	0.945
SMC3	7.74	12	1.40	0.919	16930	0.981	0.0805	1128	0.945
BEX4	7.74	12	1.40	0.919	16931	0.981	0.0805	1127	0.945
RBBP8NL	7.75	12	1.40	0.919	16932	0.981	0.0805	1126	0.945
OPA1	7.75	12	1.40	0.92	16933	0.981	0.0804	1125	0.945
POLRMT	7.75	12	1.40	0.92	16934	0.981	0.0803	1124	0.945
ZBTB11	7.75	12	1.40	0.92	16935	0.981	0.0803	1123	0.945
ADAR	7.76	12	1.40	0.92	16936	0.981	0.0802	1122	0.945
TRNT1	7.76	12	1.40	0.92	16937	0.981	0.0801	1121	0.945
COPS2	7.76	12	1.40	0.92	16938	0.981	0.08	1120	0.945
IRF2BP1	7.77	12	1.41	0.92	16939	0.981	0.0799	1119	0.945
UBTF	7.77	12	1.41	0.92	16940	0.981	0.0799	1118	0.945
ANO9	7.77	12	1.41	0.92	16941	0.981	0.0799	1117	0.945
SEC14L5	7.77	12	1.41	0.92	16942	0.981	0.0799	1116	0.945
EIF3B	7.78	12	1.41	0.92	16943	0.981	0.0796	1115	0.945
CDR1	7.78	12	1.41	0.921	16944	0.981	0.0795	1114	0.945
DNAJC8	7.78	12	1.41	0.921	16945	0.981	0.0795	1113	0.945
NT5DC1	7.78	12	1.41	0.921	16946	0.981	0.0794	1112	0.945
AP3M2	7.80	12	1.41	0.921	16947	0.981	0.079	1111	0.945
SIMC1	7.80	12	1.41	0.921	16948	0.981	0.0789	1110	0.945
MCM3AP	7.80	12	1.41	0.921	16949	0.981	0.0789	1109	0.945
OR11H4	7.80	12	1.41	0.921	16950	0.981	0.0789	1108	0.945
NAT9	7.81	12	1.41	0.921	16951	0.981	0.0787	1107	0.945
CYTH3	7.81	12	1.41	0.921	16952	0.981	0.0787	1106	0.945
VPS45	7.81	12	1.41	0.921	16953	0.981	0.0786	1105	0.945
TFAP4	7.82	12	1.42	0.922	16954	0.981	0.0785	1104	0.945
VCP	7.82	12	1.42	0.922	16955	0.981	0.0784	1103	0.945
COMMD10	7.82	12	1.42	0.922	16956	0.981	0.0784	1102	0.945
RB1CC1	7.82	12	1.42	0.922	16957	0.981	0.0784	1101	0.945
GMPS	7.82	12	1.42	0.922	16958	0.981	0.0783	1100	0.945
RUFY4	7.83	12	1.42	0.922	16959	0.981	0.0783	1099	0.945
PIGA	7.83	12	1.42	0.922	16960	0.981	0.0782	1098	0.945
MCM4	7.83	12	1.42	0.922	16961	0.981	0.0782	1097	0.945
DLX2	7.83	12	1.42	0.922	16962	0.981	0.0782	1096	0.945
